Title,Timestamp,FullText,Tags,Author,Url,Label
Jateng Jadi Provinsi Berkinerja Terbaik Nasional  Ganjar  Program yang Baik Jangan Dibongkar,29/04/2023,bongkar Tetapi seandainya ada yang kurang tentu saja siapa pun nanti yang akan menjadi Gubernur Jateng pasti punya inovasi yang jauh lebih baik tegasnya Pada kesempatan itu Tito turut mengucapkan selamat pada semua kepala daerah yang mendapatkan penghargaan Dia berharap penghargaan itu makin memotivasi semangat kepala daerah untuk terus melaksanakan tugas sesuai dengan sistem pemerintahan otonomi daerah yang ada Bagi yang belum mendapat penghargaan masih banyak kesempatan mendapatkan penghargaan di tempat lain ungkapnya Tito berharap momentum itu bisa digunakan untuk introspeksi bagi daerah yang belum mendapat penghargaan untuk bisa berprestasi di kemudian hari Para peringatan Hari Otonomi Daerah ke 27 Jateng berhasil menjadi yang terbaik dengan skor 3 714 status kinerja tinggi Sementara itu pada posisi kedua ditempati Daerah Istimewa Yogyakarta DIY dengan skor 3 621 status kinerja tinggi dan Provinsi Jawa Timur di posisi ketiga dengan skor 3 613 status kinerja tinggi Penghargaan diberikan berdasarkan Laporan Penyelenggaraan Pemerintah Daerah LPPD Tahun 2022 Selain Pemprov Jateng beberapa kabupaten kota di Jateng juga mendapat penghargaan serupa Untuk kategori kinerja terbaik tingkat kota Kota Semarang menjadi yang terbaik secara nasional diikuti Kota Surakarta di posisi ke 3 dari 10 kota dengan kinerja terbaik Untuk kategori kabupaten dua kabupaten di Jateng juga mendapat penghargaan yakni Kabupaten Karanganyar dan Wonogiri ,Ganjar pemprov jateng jadi provinsi berkinerja terbaik,Inang Jalaludin Shofihara ;Sheila Respati,http://regional.kompas.com/read/2023/04/29/13015771/jateng-jadi-provinsi-berkinerja-terbaik-nasional-ganjar-program-yang-baik,0
Daftar Tanggal Merah Mei 2023  Bisa Libur Long Weekend,29/04/2023, Dalam hitungan hari kita akan memasuki Mei 2023 Kabar baiknya bulan depan ada peluang libur long weekend atau libur yang berdekatan dengan akhir pekan Mengetahui informasi tanggal merah Mei 2023 bisa membantu kamu untuk menyusun kegiatan pada hari libur Jadi kamu bisa mempersiapkan liburan dengan matang alias tidak mendadak Jika kamu berencana berwisata bulan depan simak tanggal merah Mei 2023 berikut ini Ada dua libur nasional sepanjang Mei 2023 yang jatuh pada hari kerja atau weekday Berikut rinciannya Senin 1 Mei 2023 Hari Buruh Internasional Kamis 18 Mei 2023 Kenaikan Isa Al Masih Selain libur nasional tanggal merah Mei 2023 juga jatuh pada Minggu seperti bulan bulan sebelumnya Tepatnya pada 7 14 21 dan 28 Mei 2023 Pada Mei masyarakat Indonesia juga memperingati dua hari besar lainnya yakni Hari Pendidikan Nasional yang jatuh pada Selasa 2 Mei 2023 dan Hari Kebangkitan Nasional pada Sabtu 20 Mei 2023 Namun kedua hari besar tersebut tidak ditetapkan sebagai hari libur nasional SHUTTERSTOCK CANDYRETRIEVER Ilustrasi liburan akhir tahun bersama keluarga Seperti disampaikan sebelumnya ada peluang libur long weekend pada Mei 2023 Pada periode ini kamu bisa menikmati libur selama empat hari Dengan syarat kamu harus mengambil jatah cuti sehari serta memanfaatkan libur nasional Kenaikan Isa Al Masih Berikut rincian peluang libur empat hari pada peringatan Kenaikan Isa Al Masih 2023 Kamis 18 Mei 2023 libur nasional Kenaikan Isa Al Masih Jumat 19 Mei 2023 Mengambil jatah cuti Sabtu dan Minggu 20 dan 21 Mei 2023 Libur akhir pekan A post shared by Kompas Travel kompas travel ,long weekend 2023 jadwal long weekend 2023 tanggal merah Mei 2023 daftar hari libur nasional Mei 2023 hari libur nasional 2023 hari libur nasional Mei 2023,Ulfa Arieza ;Ulfa Arieza,http://travel.kompas.com/read/2023/04/29/105000927/daftar-tanggal-merah-mei-2023-bisa-libur-long-weekend-,0
 Kontroversi AKBP Achiruddin   Cak Imin Diduga Jadi Cawapres Prabowo,29/04/2023, Artikel tentang kontroversi AKBP Achiruddin Hasibuan menjadi pemberitaan yang paling banyak dibaca di Kompas com pada Jumat 28 4 2023 Kemudian tulisan soal Prabowo yang mengaku sudah mengantongi nama calon wakil presiden cawapres pendampingnya juga menarik minat pembaca Selain itu artikel mengenai respons pengacara OC Kaligis yang ditolak jadi ahli dalam sidang Gubernur Papua Lukas Enembe juga menjadi terpopuler Berikut ulasan selengkapnya Perwira menengah Polri AKBP Achiruddin Hasibuan disebut memiliki rekening gendut berisi uang puluhan miliar rupiah AKBP Achiruddin menjadi sorotan usai anaknya Aditya Hasibuan menganiaya mahasiswa bernama Ken Admiral dan videonya viral di media sosial Ketua Kelompok Humas Pusat Pelaporan dan Analisis Transaksi Keuangan PPATK M Natsir Kongah menyebutkan rekening Achiruddin dan anaknya berisi uang puluhan miliar rupiah PPATK mengendus perwira menengah itu melakukan tindak pidana pencucian uang TPPU Baca selengkapnya Kontroversi AKBP Achiruddin Rekening Gendut Terindikasi TPPU hingga Pamer Harley Bodong Wakil Ketua Dewan Pembina Partai Gerindra Desmond J Mahesa mengungkapkan Ketua Umum Partai Gerindra Prabowo Subianto telah mengantongi nama cawapres yang akan mendampinginya di Pilpres 2024 Hanya Desmond tidak tahu siapa sosok yang ada di kantong Prabowo tersebut Kalau itu cawapres sudah ada di kantong saya kata Prabowo Saya tidak lihat di kantong dia agak susah Kalau ada di kantong ada nama enggak logikanya ujar Desmond saat ditemui di rumah Prabowo Jalan Kertanegara Jakarta Selatan Kamis 27 4 2023 malam Desmond meminta agar sosok cawapres ditanyakan langsung kepada Prabowo atau Sekjen Partai Gerindra Ahmad Muzani Baca selengkapnya Prabowo Sudah Kantongi Nama Cawapresnya Desmond Menduga Cak Imin Pengacara Otto Cornelis OC Kaligis menilai Komisi Pemberantasan Korupsi KPK takut dengan keterangan yang akan ia sampaikan sebagai ahli dalam sidang praperadilan Gubernur Papua Lukas Enembe Hal itu ia sampaikan usai ditolak menjadi ahli oleh Hakim Tunggal Pengadilan Negeri PN Jakarta Selatan Hendra Utama Sutardodo atas adanya keberatan yang disampaikan KPK Hukum mengatakan kita bisa bertindak dalam berbagai kualitas Cuma KPK takut sekali kalau gua muncul gua heran dia selalu benci sama saya tutur OC Kaligis saat ditemui di Ruang Sidang Utama PN Jakarta Selatan Kamis 27 4 2023 OC Kaligis menuding komisi antirasuah itu tidak suka dengan kehadirannya lantaran kerap menyampaikan kritik Ia pun menyinggung kasus hukum di KPK yang pernah menjeratnya Baca selengkapnya Ditolak Jadi Ahli Lukas Enembe OC Kaligis KPK Selalu Benci sama Saya,cawapres Prabowo akbp achiruddin hasibuan LHKPN AKBP Achiruddin Hasibuan ppatk blokir nomor rekening achiruddin PPATK blokir rekening AKBP Achiruddin Hasibuan pencucian uang akbp achiruddin transaksi tak wajar akbp achiruddin,Fitria Chusna Farisa,http://nasional.kompas.com/read/2023/04/29/05000041/-populer-nasional-kontroversi-akbp-achiruddin-cak-imin-diduga-jadi-cawapres,0
Apa Itu Hari Nasional Perancis atau Hari Bastille ,27/04/2023, Hari Nasional Perancis atau Hari Bastille dalam Bahasa Perancis disebut Fete nationale francaise Hari Nasional Perancis diperingati pada tanggal 14 Juli yang bertepatan dengan kejadian sejarah penyerbuan Penjara Bastille pada awal Revolusi Perancis pada 1789 Berikut sejarah Hari Nasional Perancis Hari Nasional Perancis merupakan hari libur pada setiap 14 Juli untuk memperingati penyerbuan Penjara Bastille pada 14 Juli 1789 Penyerbuan Penjara Bastille menjadi hari bersejarah yang menandai dimulainya Revolusi Perancis Sejak pemerintahan Louis XIV 1643 1715 Bastille yang awalnya dibangun sebagai benteng digunakan sebagai penjara bagi para pejabat atau masyarakat kelas atas Perancis yang menentang kebijakan raja Kemudian di bawah Louis XV 1715 1774 dan Louis XVI 1774 1792 Bastille juga digunakan sebagai penjara bagi tahanan dari berbagai latar belakang dan mendukung upaya pemerintah menegakkan sensor terhadap media cetak Kebijakan yang diterapkan raja telah mengakibatkan rakyat Perancis terjebak dalam kemiskinan kesengsaraan serta kehidupan yang tidak jelas dalam waktu sangat lama Hal itulah yang memicu terjadinya pemberontakan di seluruh Paris pada 14 Juli 1789 yang kemudian dikenal sebagai peristiwa Revolusi Perancis Penjara Bastille menjadi sasaran pertama Revolusi Perancis karena dianggap sebagai lambang absolutisme dan tirani kerajaan ,Revolusi Perancis sejarah dunia penyerbuan penjara bastille kapan hari nasional perancis hari nasional perancis hari bastille sejarah hari nasional perancis,Widya Lestari Ningsih ;Widya Lestari Ningsih,http://www.kompas.com/stori/read/2023/04/27/210000779/apa-itu-hari-nasional-perancis-atau-hari-bastille-,0
Catat  Berikut Daftar Tanggal Merah Mei dan Sisa Cuti Bersama 2023,27/04/2023, Pemerintah telah merilis daftar hari libur nasional pada Mei 2023 melalui Surat Keputusan Bersama SKB 3 Menteri tentang Hari Libur Nasional dan Cuti Bersama 2023 Dalam SKB 3 Menteri tersebut terdapat beberapa tanggal merah atau hari libur nasional pada Mei 2023 Berikut tanggal merah atau hari libur nasional pada Mei 2023 SKB 3 Menteri tentang Hari Libur Nasional dan Cuti Bersama 2023 mencatat tidak ada cuti bersama pada Mei 2023 Namun ada dua tanggal merah pada Mei yaitu Masyarakat internasional memeringati 1 Mei sebagai Hari Buruh Internasional atau dikenal juga sebagai May Day Di Indonesia May Day menjadi salah satu hari yang dijadikan sebagai hari libur nasional oleh pemerintah Pada momen peringatan itu pula masyarakat kelompok buruh dan pekerja biasanya menggelar aksi unjuk rasa dan menyuarakan tuntutan untuk kesejahteraan kaum buruh Berikut sisa hari libur nasional 2023 Berkaca dari daftar di atas dan tanggal yang sedang berjalan kesempatan masyarakat untuk merasakan hari libur lewat cuti bersama tersisa dua kali lagi Itulah daftar hari libur nasional pada Mei dan cuti bersama sepanjang 2023 ,cuti bersama cuti bersama 2023 hari libur nasional Mei 2023 tanggal merah Mei 2023 sisa cuti bersama 2023 sisa tanggal merah 2023,Dandy Bayu Bramasta ;Farid Firdaus,http://www.kompas.com/tren/read/2023/04/27/140000565/catat-berikut-daftar-tanggal-merah-mei-dan-sisa-cuti-bersama-2023,0
 Elektabilitas Ganjar Tak Jamin Kemenangan   PPP Dukung Ganjar Capres,27/04/2023, Artikel tentang survei Litbang Kompas soal elektabilitas Ganjar Pranowo yang tak menjamin kemenangannya pada Pemilu 2024 menjadi pemberitaan yang paling banyak dibaca di Kompas com pada Rabu 26 4 2023 Kemudian tulisan soal Partai Persatuan Pembangunan PPP yang mengumumkan Ganjar Pranowo sebagai calon presiden capres juga menarik minat pembaca Selain itu artikel mengenai survei Litbang Kompas tentang pendukung Ganjar Pranowo yang terkonsentrasi di Jateng dan DIY tapi minim di DKI Jakarta dan Banten juga menjadi terpopuler Berikut ulasan selengkapnya Hasil jajak pendapat Litbang Kompas memperlihatkan elektabilitas bakal calon presiden capres PDI Perjuangan untuk Pemilu 2024 Ganjar Pranowo terbilang besar Namun demikian tingginya angka elektoral Gubernur Jawa Tengah itu tak menjamin kemenangannya pada pemilu mendatang Menurut Litbang Kompas ada sejumlah hal yang menyebabkan posisi Ganjar masih rawan Pertama tingginya angka swing voters atau pemilih mengambang Baca selengkapnya Survei Litbang Kompas Elektabilitas Ganjar Belum Menjamin Kemenangannya pada Pilpres 2024 Wakil Ketua Umum Partai Persatuan Pembangunan PPP Arsul Sani mengakui sosok Ganjar Pranowo mendapatkan dorongan paling kuat untuk diusung sebagai calon presiden capres oleh kader partainya Sebab mayoritas DPW PPP mengusulkan Gubernur Jawa Tengah itu untuk menjadi bakal RI 1 dari PPP Hal itu tampak dalam Rapat Pimpinan Nasional Rapimnas PPP yang berlangsung di Yogyakarta Selasa 25 4 2023 Maka tak heran jika arahnya memang ke GP Ganjar Pranowo ungkap Arsul saat dihubungi Kompas com Rabu 26 4 2023 Baca selengkapnya Umumkan Capres Hari Ini PPP Arahnya ke Ganjar Hasil survei Litbang Kompas memperlihatkan pendukung bakal calon presiden capres PDI Perjuangan untuk Pemilu 2024 Ganjar Pranowo masih tersegmentasi di wilayah tertentu Sebaran pendukung Gubernur Jawa Tengah itu sebagian besar terkonsentrasi di Pulau Jawa yakni 64 1 persen Sementara di luar Jawa pendukung Ganjar baru 35 9 persen Di Pulau Jawa sendiri sebaran pendukung Ganjar sebenarnya belum merata Pendukung paling banyak tersebar di Jawa Tengah dan Daerah Istimewa Yogyakarta atau DIY 39 5 persen Lalu diikuti Jawa Timur 28 5 persen dan Jawa Barat 22 5 persen Dan DKI Jakarta 4 9 persen serta Banten 4 6 persen Baca selengkapnya Survei Litbang Kompas Pendukung Ganjar Terkonsentrasi di Jateng dan DIY Jakarta Banten Masih Minim,ganjar pranowo capres 2024 ganjar pranowo capres pdip Ganjar Capres PDIP ganjar pranowo capres dari pdip Ganjar pranowo capres ppp dukung ganjar capres 2024 PPP usung Ganjar capres PPP deklarasi Ganjar capres,Fitria Chusna Farisa,http://nasional.kompas.com/read/2023/04/27/05000081/-populer-nasional-elektabilitas-ganjar-tak-jamin-kemenangan-ppp-dukung,0
"Idap Anxiety Disorder, Aura Kasih Puasa Main Sosial Media?",21/05/2023,Aura Kasih mengaku mengidap anxiety disorder Lantas apakah ia sempat berpuasa bermain sosial mediaGini kalau aku sosmed cuma posting dan aku jarang liat Karena sebenarnya aku follow orang random Kata Aura Kasih saat ditemui di studio Trans7Namun Aura mengaku jika hendak bermain sosial media ia hanya melihat konten yang mengandung unsur hiburan saja Dia tak berusaha mengikuti kegiatan orang lain sampai membandingkan dengan orang lain Kalau mau liat aja ya cari yang hiburan aja mau liat berita ya liat berita cuma jarang mengikuti kegiatan orang lain Mental issue timbulnya ketika melihat kehidupan orang lain dulu Jadi perbincangan diri sendiri dan membandingkan diri Terpenting harus pintar bersosmed ungkapnyaKalau orang nanya tau gosip ini itu nggak tau karena gua nggak pernah liat Gitu aja sih tambahnyaSelain mengidap anxiety disorder Aura mengaku perlu sadar diri Dengan sadar diri maka ia akan tergerak bagaimana mengobati gangguan mental ituSudah lama yang penting kita sadar kita sakit Kalau kita nggak sadar kita sakit gimana ngobatinnya Kita harus tahu diri kita seperti apa mengenali diri kita sejauh apa Kalau ada apaapa badan kita reaktif nih kita ada apa gitu badannya Sama kayak asam lambung kan berasa Ya hal yang paling penting sadar lah ada sesuatu yang salah dalam diri kita pungkasnya,"aura kasih, aura kasih anxiety disorder",Tim DetikNews,https://hot.detik.com/celeb/d-6730947/idap-anxiety-disorder-aura-kasih-puasa-main-sosial-media,0
Keluarga Tolak Autopsi Bocah Kelas 2 SD yang Tewas Diduga Dikeroyok,21/05/2023,Seorang siswa lakilaki berinisial MH 9 kelas 2 Sekolah Dasar Negeri SDN di Kabupaten Sukabumi meninggal dunia setelah diduga menjadi korban pengeroyokan Polisi pun turun tangan untuk mengusut dugaan kasus tersebutKasat Reskrim Polres Sukabumi Kota AKP Yanto Sudiarto mengatakan saat ini pihaknya masih melakukan penyelidikan Setidaknya sudah ada tiga saksi yang sudah diperiksa termasuk keluarga dan orang tua korbanKami masih dalam penyelidikan dan pemeriksaan saksisaksi Sampai saat ini baru tiga saksi yang kami periksa dan masih dalam pemeriksaan kata Yanto kepada awak media di Mapolres Sukabumi Kota Minggu 2152023 Dia mengatakan sejauh ini keluarga korban menolak untuk pemeriksaan autopsi kepada jasad MH yang sudah dimakamkan Meski demikian pihaknya akan membujuk keluarga agar kasus ini dapat terungkapKita lihat ke depannya karena tadi pun kami sudah memberikan imbauan kepada orang tuanya untuk dilakukan autopsi namun saat ini masih menolak dan dibuatkan dalam surat pernyataan Tetapi untuk memastikan terhadap peristiwa ini kami akan berupaya mengimbau keluarganya untuk dilakukan autopsi ujarnyaDitanya soal pemeriksaan terduga pelaku pengeroyokan Yanto menuturkan hal itu akan dilakukan setelah pemeriksaan saksi keluarga korban Dia juga akan meminta keterangan dari pihak sekolahDari pihak korban terlebih dahulu baru nanti akan dilakukan pemeriksaan saksisaksi lain keluarga dan terduga pelaku serta pihak sekolah sambungnyaKami akan melakukan pemeriksaan terus hingga menemukan titik terang pungkasnyaSebelumnya diberitakan nasib malang menimpa seorang siswa sekolah dasar di Kecamatan Sukaraja Kabupaten Sukabumi Ia diduga menjadi korban pengeroyokan oleh kakak kelasnyaKabar itu dikonfirmasi HY 52 selaku kakek korban HY mengungkapkan mulanya keluarga membawa MH ke rumah sakit karena mengeluh sakit pada badannyaKalau dari pihak keluarga kan kita nggak tahu korban penganiayaan kita keluarga nyangka itu istilahnya penyakit saja karena pas dibawa ke rumah sakit dadanya sesak nafasnya sesak tulang punggung dan dadanya sakit kata HY kepada awak media di rumah duka wilayah Kecamatan Sukaraja Kabupaten Sukabumi Sabtu 2052023Menurutnya saat itu korban enggan mengungkapkan peristiwa pengeroyokan yang dialami Korban baru mengaku setelah berbicara dengan dokter yang menangani di rumah sakit,"berita jabar, jawa barat, sukabumi, anak sd tewas diduga dikeroyok, kabupaten sukabumi",Tim DetikNews,https://www.detik.com/jabar/berita/d-6730688/keluarga-tolak-autopsi-bocah-kelas-2-sd-yang-tewas-diduga-dikeroyok,0
Relawan Ganjar Dukung Kaesang Pangarep Maju Jadi Calon Wali Kota Depok,21/05/2023,Relawan Ganjar Pranowo Center atau GP Center mendukung putra bungsu Presiden Jokowi Kaesang Pangarep maju jadi calon Wali Kota Depok Namun relawan Ganjar ini mengaku belum secara resmi menamakan diri sebagai relawan KaesangIni kegiatan relawan untuk Kaesang tetapi kita belum secara resmi menamakan diri sebagai relawan Kaesang Kita masih menamakan diri sebagai GP Center ini induk dari relawan kita Jadi GP Center adalah Ganjar Pranowo center relawan untuk Ganjar Pranowo kata penyelenggara open mix Kaesang Untuk Wali Kota Depok Jori Adrian ditemui di Depok Minggu 2152023Jori mengatakan Kota Depok saat ini butuh perubahan besar agar lebih baik sehingga Kota Depok tidak lagi dikenal dengan berbagai sebutan buruk Kondisi hari ini Depok lebih banyak mendapat notifikasi sebagai kota yang banyak bermasalah di tingkat nasional khususnya kata Jori yang menjabat Sekertaris PSI DPC Pancoran Mas Kota DepokDari dulu kita bisa lihat banyak berita yang sebenarnya terdengar seperti guyon tetapi tidak enak di dengernya seperti kota begal kota covid itu tidak kita pungkiri memang terakhir diterpa soal pemberitaan sekolah negeri mau digusur Itulah keresahan kita itulah yang menginisasi kita membuat satu kerinduan untuk perubahan di Kota Depok sambungnyaWarga asal Kecamatan Bojongsari Kota Depok Berto Siahaan menyebut banyak tagline Kota Depok yang tidak sesuai dengan kenyataan di lapanganJadi saya ini sangat sedih lihat Kota Depok saat ini Ada banyak program Kota Depok yang faktanya atau kenyataanya terbalik Kota Depok kota religius kenyataanya prostitusinya banyak Kota Depok Kota Wisata tapi tempatnya berbahaya Jadi kalau pada pengen tahu jalanjalan ke sebelah barat gimana keadaanya kata Berto di kegiatan Open Mix Kaesang Untuk Wali Kota DepokBerto juga menyebut Kota Depok saat ini belum sepenuhnya memenuhi fasilitas ibadah untuk agama tertentuMimpi saya yang ada di wilayah barat Kota Depok saya ini nasrani maaf maaf kata kalau daerah Cipayung sampai Bojongsari sana kita mengharapkan banget yang namanya tempat ibadah karena sampai saat ini sama sekali belum ada ungkapnyaSaya kepengen tementemen yang maju untuk jadi perwakilan rakyat tolong perhatikan wilayah saya itu supaya apa supaya terjawab bahwsanya Kota Depok itu yang dibilang toleransi ternyata intoleransi itu terjadi di wilayah saya sambungnya,"relawan ganjar, kaesang pangarep, depok, pemilu 2024",Tim DetikNews,https://news.detik.com/pemilu/d-6731241/relawan-ganjar-dukung-kaesang-pangarep-maju-jadi-calon-wali-kota-depok,0
1.500 Bacaleg NasDem Jabar Digembleng di Lembang,21/05/2023,Sedikitnya 1500 calon legislatif dari Partai Nasional Demokrat NasDem Jawa Barat mengikuti Kemah Restorasi dan Sekolah Calon Legislatif di perkemahan Kebon Pines Cikole Lembang Kabupaten Bandung Barat KBB1500 bakal calon legislatif tingkat DPRD kotaKabupaten DPRD provinsi hingga DPR RI itu dibagi menjadi enam gelombang kegiatan dimulai sejak Minggu 21 Mei 2023 dan berakhir pada 8 Juni 2023 Setiap peserta di tiap gelombang mengikuti kegiatan selama empat hari tiga malamKetua DPW Partai NasDem Jawa Barat Saan Mustopa mengatakan kegiatan tersebut penting diikuti bacaleg untuk memperkuat kekuatan dan kemampuan politiknya jelang Pileg tahun 2024 Pertama kita ingin melalui sekolah calon legislatif ini kekuatan atau kemampuan yang dimiliki itu terus diupgrade kapasitas dan kemampuannya agar jauh lebih memadai kata Saan saat ditemui usai membuka Kemah Restorasi dan Sekolah Calon Legislatif Minggu 2152023Saat mengatakan tujuan lainnya yakni untuk mengelaborasi semua kekuatan yang mereka miliki Setelah itu atribut yang dimiliki oleh para bacaleg akan dikolaborasikanMereka yang sudah memiliki kekuatan masingmasing juga kita sinergikan sehingga menjadi kekuatan kolektif kata SaanKekuatan dan kesadaran kolektif hasil elaborasi serta kolaborasi para bacaleg di Jawa Barat kata Saan menjadi modal penting bagi Partai NasDem menjadi partai yang kuat dam siap menghadapi tahun politik 2024Nah kalau sudah menjadi kekuatan dan kesadaran kolektif maka kami meyakini bahwa Partai NasDem di dapil itu akan menjelma menjadi partai yang kuat Minimal target setiap dapil 1 di semua tingkatan bisa kita dapatkan ujar SaanNasdem menyadari bahwa membangun kesadaran kolektif dan kekuatan kolektif di tengah kompetisi yang begitu ketat itu mutlak harus dilakukan Salah satunya melalui kegiatan ini tambahnyaBacaleg yang mengikuti Kemah Restorasi dan Sekolah Calon Legislatif itu bakal dibekali beberapa materi Seperti kemampuan politik praktis yang membahas soal citra diriMisalnya cara membranding diri sendiri di tengah sistem proporsional terbuka Caleg ini harus dikenal mengenal lalu membangun citra diri yang baik maka membranding diri itu penting kata SaanKemudian bacaleg juga dibekali dengan metode kampanye apalagi di dapil kecil misalnya tingkat 2 Melakukan kampanye door to door atau canvasing itu menjadi penting Maka canvasing dan branding diri seorang caleg itu menjadi penting dilakukan lanjut SaanMateri lain yang akan diberikan yakni soal public speaking Materi tersebut penting diberikan pada bacaleg agar tidak grogi dan mampu meyakinkan pemilih saat kampanye nantiIni juga penting untuk tampil nggak mungkin kita menghadirkan caleg yang bicaranya itu hah hoh Dia grogi tidak mampu meyakinkan pemilih Mungkin ada yang sudah punya keahlian itu tapi juga ada yang baru Maka dengan pelatihan ini kita setarakan kemampuan caleg nasdem di semua tingkatan dan level ucap SaanSaan mengatakan output atau hasil yang diharapkan dari para bacaleg peserta kegiatan yakni caleg mengaktivasi diri lebih awalKemudian bagaimana mereka semua menyumbangkan suara signifikan di dapilnya agar dapil itu dapat kursi tutur SaanDi sisi lain Saan mengungkap kesiapannya maju dalam kontestasi Pemilihan Gubernur Jawa Barat Namun saat ini ia dan Partai NasDem akan fokus pada pemilihan legislatifInsya Allah lanjut tapi kita fokus dulu ke pileg biar bisa dapat 12 sampai 18 kursi tergantung partai lain tidak banyak Komunikasi ada dengan parpol lain tapi belum mengkristal ke parpol mana Nanti setelah pileg kita akan ketahuan koalisi dengan partai mana Mungkin bisa sama dengan koalisi pusat ujar SaanSaan mengklaim juga jika kasus dugaan korupsi yang menjerat Sekjen Partai NasDem Johnny G Plate tak berdampak banyak pada kekuatan Partai NasDem di daerahTidak terpengaruh juga ya oleh isu itu Strategi kita sekarang kader bekerja di bawah yang penting grassroot diperkuat kata Saan,"nasdem jabar, nasdem, berita jabar, jawa barat, kemah restorasi nasdem, saan mustopa, saan mustopa, saan mustopa",Tim DetikNews,https://www.detik.com/jabar/berita/d-6731232/1500-bacaleg-nasdem-jabar-digembleng-di-lembang,0
"Temuan Mayat Terpotong di Sukoharjo, Polisi Sisir Kali Jenes-Bengawan Solo",21/05/2023,Polres Sukoharjo dibantu TNI dan relawan menyisir Kali Jenes dan Bengawan Solo setelah penemuan potongan tangan kiri kaki kiri dan badan manusia siang tadi Kasus penemuan potongan mayat itu kini dalam penyelidikanKapolres Sukoharjo AKBP Sigit mengatakan temuan potongan tangan kiri dan badan berada di Kali Jenes Desa Cemani Kecamatan Grogol Sementara kaki kiri ditemukan di Bengawan Solo Desa Palur Kecamatan Mojolaban Sementara bagian kepala tangan kanan dan kaki kanan belum ditemukanSaat ini BPBD relawan TNI dan Polri tengah melakukan penyisiran di sepanjang aliran sungai Bengawan Solo Mudahmudahan potongan jenazah lainnya bisa terkumpul semua kata Sigit saat konferensi pers di Mapolsek Grogol Minggu 2152023 Dia meminta kepada masyarakat untuk memberitahukan kepada pihak berwajib jika menemukan informasi terkait penemuan potongan tubuh manusiaPihaknya dan TNI juga mengerahkan Bhabinkamtibmas dan Babinsa untuk menyebarkan informasi kepada wargaKita melaksanakan penyelidikan seluruh Babinsa dan Bhabinkamtibmas sudah kita koordinasikan dengan Pak Dandim semua fokus menginformasikan kepada masyarakat Ada informasi kami akan tindak lanjuti ujarnyaSigit menuturkan dari potongan tangan dan kaki yang ditemukan tidak ada tanda khusus misalnya tato Sementara itu potongan tubuh yang ditemukan dibawa ke RSUD dr Moewardi Solo untuk diperiksa tim forensikSigit belum bisa membeberkan lebih jauh lagi terkait penemuan potongan mayat ini Termasuk apakah dibuang terpisah atau dari aliran sungai yang samaKalau saya lihat di TKP alirannya tenang Tapi ini masih penyelidikan pungkasnya,"potongan mayat di sukoharjo, potongan tubuh di sukoharjo, penemuan mayat di sukoharjo, sukoharjo, polres sukoharjo, berita jateng, mayat terpotong",Tim DetikNews,https://www.detik.com/jateng/berita/d-6731228/temuan-mayat-terpotong-di-sukoharjo-polisi-sisir-kali-jenes-bengawan-solo,0
