Title,Timestamp,FullText,Tags,Author,Url,Label
"Temuan Potongan Tangan-Kaki di Sukoharjo, Polisi Cari Bagian Tubuh Lain",21 Mei 2023,Dua potongan tubuh manusia ditemukan di dua lokasi yang berbeda di Kabupaten Sukoharjo. Temuan pertama berupa potongan tangan kiri di Kali Jenes Desa Cemani Kecamatan Grogol. Di waktu yang hampir bersamaan ditemukan potongan kaki manusia di aliran Bengawan Solo Desa Palur Kecamatan Mojolaban.Kedua potongan tubuh manusia itu ditemukan oleh warga. Menurut anggota Linmas Kelurahan Tipes Agus Sutrisno 41 dia yang sedang piket pagi mendapatkan laporan dari warga sekira pukul 10.30 WIB.Setelah dipastikan potongan tangan manusia kami melaporkan ke Mapolsek Serengan kata Agus kepada awak media Minggu 2152023. Agus menuturkan Kali Jenes mengalir dari Boyolali dan bermuara di Bengawan Solo di Kelurahan Mojo Kecamatan Pasar Kliwon.Sementara untuk potongan kaki manusia ditemukan warga sekira pukul 11.00 WIB. Nampak potongan kaki itu terpotong di atas lutut.Kapolres Sukoharjo AKBP Sigit mengatakan pihaknya bersama Inafis dan relawan langsung mendatangi lokasi penemuan potongan kaki itu. Saat ini belum diketahui identitas potongan tubuh manusia yang ditemukan termasuk penyebab kematiannya.Saya imbau kepada masyarakat manakala ada informasi atau menemukan organ tubuh lain monggo segera laporkan ke pihak kepolisian terdekat kata Sigit.Bersamasama kita temukan anggota tubuh lain agar utuh. Kasihan jenazahnya. Mudahmudahan ini akan segera terkumpulkan lengkap imbuhnya.Kedua potongan tubuh yang ditemukan itu dibawa ke RSUD dr Moewardi Solo untuk proses identifikasi. Kapolsek Grogol AKP Marlin Supu Payu menambahkan kedua potongan tubuh itu akan diperiksa apakah dari satu organ tubuh manusia yang sama.Kita kumpulkan dulu apakah cocok. Mudahmudahan segera ditemukan potongan tubuh yang lainnya kata Marlin.,"mutilasi, sukoharjo, penemuan mayat, potongan tubuh di sukoharjo, polres sukoharjo, berita jateng",Tim DetikNews,https://www.detik.com/jateng/berita/d-6730854/temuan-potongan-tangan-kaki-di-sukoharjo-polisi-cari-bagian-tubuh-lain,0
"Peringatan Tragedi 98 di Semarang, Ada Rujak Pare Sambel Kecombrang Sarat Makna",21 Mei 2023,Perkumpulan Boen Hian Tong menggelar peringatan Tragedi Mei 1998. Acara digelar di depan sinci aktivis 1998 Ita Martadinata yang ada di gedung Rasa Dharma pecinan Kota Semarang.Acara dimulai dengan pemakaian pita hitam di tangan kiri. Kemudian sembahyang dengan meletakkan dupa yang ada di depan gedung Rasa Dharma. Kemudian peserta masuk ruang sembahyang yang terdapat altar tempat sincisinci diletakkan. Di ruangan itu ada sejumlah sinci leluhur termasuk ada sinci Gus Dur dan Ita Martadinata. Peserta kemudian sembahyang di sana sembari meletakkan bunga melati di samping sinci Ita Martadinata.Kemudian di depan ruang sembahyang sudah ada meja dengan bahanbahan makanan antara lain pare dan bunga kecombrang. Makanan yang dibuat adalah rujak pare sambel kecombrang. Orangorang yang ada di sana juga dipersilakan mencicip makanan tersebut. Seperti yang dibayangkan rasanya pahit dan pedas. Kenapa pare itu melambangkan sejarah pahit. Jadi pahit pedas kita ikut nangis kan melambangkan kepedihan kekerasan dan ketakutan yang dialami orang Tionghoa saat tragedi 98. Dan perempuan Tionghoa disimbolkan dengan bunga kecombrang. Ini ingatkan kepada kita pernah terjadi tragedi dan konteksnya jangan sampai terjadi lagi kata ketua panitia Jose Krisna Minggu 2152023.Selain rujak pare sambal kecombrang ada juga Nasi Bunga Telang dengan berbagai lauk. Saat akan disajikan nasi berwarna biru beserta lauknya itu diulen jadi satu sehingga bercampur rata.Nasi bunga telang ada lauk empal telur ada sambel goreng ati dan sebagainya. Untuk mewakili Indonesia ada dari berbagai suku ras agama. Saat makan dicampur jadi satu tanpa kehilangan identitas masingmasing kita itu sudah campur jelasnya.Dalam acara tersebut juga ada sesi sharing dari korban kekerasan rumah tangga hingga keluarga dari korban Bom Bali. Ketua perkumpulan Boen Hian Tong Haryanto Halim mengatakan korban dari Tragedi 1998 tidak dihadirkan karena masih sulit menghilangkan trauma.Trauma saya tidak akan salahkan korban yang tidak mau bersuara. Saya hanya memotivasi untuk berani bicara ujar Haryanto.Selengkapnya di halaman selanjutnya.,"tragedi 98, peringatan tragedi 98, kerusuhan mei 1998, semarang, pecinan semarang, berita jateng, boen hian tong, sinci ita martadinata",Tim DetikNews,https://www.detik.com/jateng/berita/d-6730840/peringatan-tragedi-98-di-semarang-ada-rujak-pare-sambel-kecombrang-sarat-makna,0
"Intip Tips Dekorasi Pernikahan Ala Florist Internasional, Gideon Hermosa",21 Mei 2023,Hobi kini bisa jadi cuan yang menjanjikan tak terkecuali hobi merangkai bunga. Hobi ini bahkan bisa jadi cikal bakal dekorasi acara spesial seperti perayaan ulang tahun hingga pernikahan.Berbagai konsep acara akan tampak semakin cantik dan menarik dengan kehadiran berbagai rangkaian bunga dimulai dari venue table setup photo booth dan lainlain.Berawal dari keterampilan dalam merangkai bunga inilah yang mampu membawa nama Gideon Hermosa jadi mendunia. Gideon Hermosa adalah seorang International Floral  Event Designer asal Filipina. Nama Gideon semakin dikenal setelah merancang dekorasi pernikahan Coleen Garcia dan Billy Crawford dua selebriti Filipina. Mulai dari Yeng Constantino Marian Rivera dan Dingdong Dantes Toni Gonzaga dan Paul Soriano hingga Kim Jones dan Jericho Rosales klien pasangan selebriti Gideon terus bertambah besar.Gideon Hermosa jadi terkenal karena selalu punya desain yang penuh kejutan dan mengesankan kliennya dengan sentuhan mewah dan sesuai karakter klien.Siapa sangka Gideon ternyata mempelajari dunia merangkai bunga secara otodidak. Dari kampung halamannya di Tarlac Gideon sering mendapat orderan acara penting di Manila.Lambat laun kelihaiannya dalam menemukan warna bunga yang pas mulai tersebar dari mulut ke mulut. Dari sinilah Gideon banjir orderan hingga keluar benua Asia.Gideon yang kala itu masih berusia 22 tahun kemudian mendirikan The Events Studio by Gideon Hermosa pada tahun 2010. Gaya khas Gideonized dikenal sebagai tagar untuk menandai setiap acara yang diperindah oleh Gideon dan timnya.Pada 1617 Mei 2023 kemarin Gideon berkesempatan untuk mengunjungi Indonesia dalam acara Gideonized 2.0  A Floral Decoration Demo  Workshop by Gideon Hermosa di Trans Convention Centre.Gideon Hermosa pun membagikan ilmu merangkai bunga dan setup dekorasi pernikahan yang dimilikinya.Di hari pertama ia membagikan tips dan trik untuk mendesain dan trends komposisi warna untuk acara pernikahan. Sedangkan agenda di hari kedua Gideon lebih detil menjelaskan dan tentang tren pernikahan di prosesi akad nikah dan holy matrimony dilanjutkan dengan live demo.Di hadapan para peserta workshop Gideon menjelaskan dua dekorasi pernikahan yang sedang ngehits barubaru ini. Pertama yakni sentuhan arsitektur dan kedua ialah penggunaan warna yang strong dan colorful.Barubaru ini yang lagi ngehits yakni dekorasi yang memasukkan inspirasi arsitektur ke dalam elemen wedding mereka. Seperti memasukkan tekstur yang unik seperti bergelombang pada bagian dekorasi atap kemudian ada pula desain dengan inspirasi bulan purnama kata Gideon Hermosa menggunakan bahasa Inggris yang kemudian dibantu oleh penerjemah bahasa.Gideon menceritakan bahwa elemen bulan purnama diciptakan dengan warna dominan bunga berwarna putih dan hijaunya dedaunan terlihat klop dengan bunga lainnya yang berwarna ungu tua.Ia juga belum lama ini menggarap konsep dekorasi pernikahan dengan tema geometrical patterns dan siluet yang didominasi dengan warna putih.Kemudian apabila di tahuntahun sebelumnya trend warna lebih ke arah muted colors akhirakhir ini semakin banyak klien millennials yang lebih berani di dalam memilih warnawarna strong dan playful ujar Gideon.Tak heran jika Gideon belum lama ini kebanjiran dengan konsep ulang tahun bertema 80an yang gemerlap dan penuh warna. Ia bahkan menyulap sebuah venue menjadi pulau permen atau Candyland.Di meja tempat workshop berlangsung Gideon lebih banyak menaruh warnawarna pastel yang senada seperti pink biru dan ungu.Tak hanya berbagi soal tren terkini ia memberikan beberapa tips untuk mempersiapkan dekorasi pernikahan klien. Kata dia hal terpenting dalam menentukan tema dekorasi adalah soal komunikasi.Bagaimana kita dapat berdiskusi mengenai apa yang diharapkan klien dan memastikan agar perancang dekorasi dapat mengeksekusi ide tersebut dalam bentuk rangkaian bunga. Jangan lupa untuk menaruh konsep dalam moodboard berikan juga opsi palette yang diinginkan ujar Gideon mengawali dalam penjelasan soal tips merancang dekorasi klien.Menurut dia pencampuran warna akan menentukan tampilan akhirnya. Maka perancang dekorasi perlu memperhatikan setiap area untuk acara. Sesederhana bagian pintu lorong hingga bunga tangan dan kue pernikahan juga harus selaras dengan tema dan baju yang dikenakan.Color palette is very important. Jadi pastikan palet warna yang sesuai keinginan serta jangan masukkan seluruh elemen pendukung. Cukup pilih satu elemen yang paling mewakili agar desain semuanya selaras. Contohnya pikirkan font dan grafik dibuat seragam dan jangan masukkan semua unsur yang dirasa menarik. Memang tidak sederhana setiap individu pasti beda kepribadian dan selera akan berbeda juga waktu eksekusinya. Tapi ini lah yang membuat setiap desain begitu unik ujar Gideon.Terakhir Gideon membuka pengetahuan baru untuk sebagian besar perancang dekorasi. Ia mengatakan bahwa mark set up atau membuat rangkaian contoh desain itu membuangbuang waktu. Inilah mengapa ia sangat memperhatikan dengan serius sebuah moodboard.Mark set up is waste of time. Karena misalnya satu bulan sebelumnya pesan bunga belum tentu waktu hari H bunga tersebut akan dalam kondisi yang sama. Ada faktor tak terduga karena ini soal tumbuhan. Maka penting untuk menaruh di moodboard foto referensi bunga yang kurang lebih warnanya sama. Beri opsi lain pastikan ada plan A plan B jika ada yang tidak sesuai harapan kata Gideon.Nah kemudian setelah meeting dengan klien aku biasanya langsung meeting dengan tim desain untuk memberi mereka brief secara spesific. Jangan lupa setiap sedang merancang dekorasi tertentu pastikan simpan fotonya. Karena dekorasi hasil karya sendiri pun bisa jadi inspirasi untuk menyegarkan ide dan memudahkan saat brief ke tim desain tambahnya.,"trans studio bandung, berita jabar, jawa barat, kota bandung, gideon hermosa, jabar ngagaya",Tim DetikNews,https://www.detik.com/jabar/berita/d-6730430/intip-tips-dekorasi-pernikahan-ala-florist-internasional-gideon-hermosa,0
Lagi! Warga Sukoharjo Temukan Potongan Tubuh Manusia di Sungai,21 Mei 2023,Polisi kembali mengamankan potongan tubuh manusia yang ditemukan warga di Kabupaten Sukoharjo. Kini potongan kaki ditemukan di aliran Bengawan Solo tepatnya di Desa Palur Kecamatan Mojolaban.Penemuan potongan kaki manusia ini pertama ditemukan warga yang hendak memancing Suprianto 40 warga Mojolaban. Dia menemukan kaki itu sekira pukul 11.00 WIB.Saya datang tepi Bengawan Solo lihatlihat mau mancing ikan. Pas saya lihat ada yang mengambang. Saya perhatikan kok seperti kaki kata Suprianto kepada awak media Minggu 2152023. Lantaran curiga dia kemudian memanggil warga lain yang tengah memancing di sekitar lokasi penemuan kaki. Mereka kemudian memastikan temuan benda seperti bagian tubuh manusia itu.Saya masih ragu beneran atau tidak. Karena kalau itu boneka takutnya saya sebar berita hoax. Tadi dipastikan dulu ucapnya.Warga kemudian mendekati potongan kaki itu. Untuk memastikan keasliannya. Saat dicek posisi kaki sudah tersangkut di tepi sungai.Sempat mendekat dilihat tapi nggak pegang. Dan asli. Ada pemancing yang kakaknya tim SAR langsung ditelepon ujarnya.Sebelumnya potongan tangan juga ditemukan di Kali Jenes Desa Cemani Kecamatan Grogol Sukoharjo.Kita bawa ke RSUD dr Moewardi untuk dipastikan dulu kata Kasat Reskrim Polres Sukoharjo AKP Teguh Prasetyo.,"mutilasi, bengawan solo, penemuan mayat, berita jateng, sukoharjo",Tim DetikNews,https://www.detik.com/jateng/berita/d-6730836/lagi-warga-sukoharjo-temukan-potongan-tubuh-manusia-di-sungai,0
"10 Desa Wisata di Kabupaten Bandung, Yuk Cari Tahu!",21 Mei 2023,Jika bosan dengan suasana kota Bandung yang begitubegitu saja maka detikers harus coba berwisata ke Kabupaten Bandung. Berdasarkan laman resmi pemerintah Kabupaten Bandung terdapat 10 desa wisata yang bisa dijadikan destinasi saat berlibur bersama keluarga.Kebanyakan desa wisata ini terletak di dataran tinggi sehingga memberikan suasana yang sejuk dan lebih dingin bagi para pengunjungnya.Yuk cari tahu kesepuluh desa wisata tersebut Desa wisata Alamendah terletak di Kecamatan Rancabali Kabupaten Bandung. Desa wisata ini menawarkan paket wisata memanfaatkan potensi yang ada di desa.Ada berbagai aktivitas yang bisa dilakukan di sini. Mulai dari aktivitas bertani membuat olahan makanan berlatih Pencak SIlat memerah susu sapi menyaksikan pertunjukkan seni Karinding melihat pengolahan kopi petik stroberi hingga bersepeda keliling kampung. Semua produk dan aktivitas dikelola langsung oleh masyarakat lokal untuk meningkatkan ekonomi kreatif mereka.Fasilitas yang disediakan juga cukup lengkap. Terdapat kamar mandi umum mushola tempat makan wifi kios souvenir dan balai pertemuan untuk kunjungan yang berskala besar. Selain itu terdapat juga beberapa homestay yang berasal dari rumah warga yang kemudian disulap jadi penginapan yang nyaman.Desa Gambung merupakan salah satu desa wisata yang berlokasi di Jalan Gambung No 02 Mekarsari Kecamatan Pasirjambu Kabupaten Bandung. Kawasan ini basanya lebih dikenal dengan nama Ciwidey meskipun secara geografis berbeda.Hamparan hijau yang luas terbentang di desa Gambung. Desa wisata ini menyediakan berbagai aktivitas yang bisa dilakukan yang berkaitan dengan pertanian dan peternakan. Mulai dari memetik stroberi melihat berbagai hewan seperti Rusa hingga berkemah dengan pemandangan sungai yang masih jernih.Ada berbagai fasilitas yang disediakan baik saung untuk acara gathering kamar mandi umum mushola dan area parkir yang luas.Desa wisata panundaan memiliki beberapa atraksi hewan yang bisa dinikmati bersama keluarga. Terdapat peternakan kelinci yang bisa dikunjungi. Anakanak maupun orang dewasa bisa ikut memberi makan kelinci. Selain itu bagi yang suka memancing desa ini menyediakan kolam tambak ikan yang besar. Tentu saja ini akan menjadi surga bagi para pecinta mancing.Fasilitas yang disediakan juga sudah cukup lengkap mulai dari kamar mandi mushola warung dan jalan yang rapi.Bagi para pecinta seni rupa rasanya wajib untuk mengunjungi desa yang satu ini. Desa Jelekong yang terletak di Kecamatan Baleendah Kabupaten Bandung ini menyediakan berbagai pertunjukan seni. Para pecinta seni pasti akan sangat senang berkunjung ke sini.Memasuki gapura pertama di desa Jelekong pengunjung disuguhkan dengan tempat pertunjukkan wayang golek yang cukup besar. Selain itu berjejer juga rumah perajin wayang golek kesenian asal Sunda yang sudah mendunia.Jalan lebih jauh pengunjung akan memasuki area desa lukis. Semua rumah pada area tersebut berjajar menjajakan lukisannya. Di sini pengunjung juga bisa sambil belajar melukis.Desa Lebakmuncang telah ditetapkan sebagai desa wisata sejak tahun 2011. Desa ini menawarkan agrowisata atau wisata berbasis agroteknologi.Karakteristik dari desa Lebakmuncang ini dingin dan hamparan hijau yang luas karena terletak di dataran tinggi. Salah satu kegiatan seru yang dapat dilakukan adalah jungle tracking. Jungle tracking atau berjalan di tengah hutan dapat dilakukan bersama keluarga karena jalanannya yang sudah bagus dan dilapisi batu.Desa Ciburial diberi anugerah bentang alam yang indah. Lokasinya berada di Kecamatan Cimenyan Kabupaten Bandung. Desa ini terletak di paling utara Kabupaten Bandung.Terdapat wisata alam di desa Ciburial yang cocok untuk berolahraga. Ada jalur tracking yang bisa dilalui dengan nyaman. Dari puncaknya kamu bisa melihat pemandangan kota Bandung yang indah. Satu spot wisata yang paling hits adalah Tebing Keraton. Di tebing ini kamu bisa menikmati keindahan alam perbukitan yang diselimuti oleh hutan yang lebat.Di desa Ciburial juga sering kali mengadakan pertunjukkan seni budaya seperti angklung degung calung gamelan tari jaipong wayang golek tari ketuk tilu dan pencak selak.Desa wisata Lamajang Kecamatan Pangalengan Kabupaten Bandung memiliki wisata arum jeram yang menyenangkan. Kamu bisa menikmati air sungai yang jernih dan segar di sini.Desa Lamajang ini juga terkenal akan desa adatnya yaitu Kampung Cikondang yang masih kental akan kepercayaan mistis. Ada banyak peninggalan dari leluhur seperti rumah adat kasepuhan dan kerajinan tangan. Di desa ini juga terdapat hutan terlarang yang konon katanya tidak terdeteksi oleh satelit. Namun tidak sembarang orang dapat masuk ke hutan terlarang ini.Desa Cinunuk di kecamatan Cileunyi Kabupaten Bandung memiliki wisata seni budaya yang unik. Tempat ini juga sering disebut dengan Kampung Seni dan Wisata Manglayang.Berbagai budaya Sunda ditampilkan di desa ini dengan tradisi yang bersahaja. Kampung seni terdapat di kaki Gunung Manglayang. Penampilan seni di desa ini berbedabeda setiap pekannya. Mulai dari pertunjukkan wayang golek seni benjang ketuk tilu dan pop Sunda.Di Cinunuk juga kamu bisa mencicipi makanan tradisional Sunda berupa bengkerok keripik singkong peyeum dan ranginang.Desa wisata Rawabogo Kecamatan Ciwidey terkenal akan desa kreatif yang menampilkan berbagai pertunjukkan kesenian budaya Sunda dan wisata kuliner tradisional.Salah satu daya tarik dari desa ini adalah tradisi sawelas sasih yang dilaksanakan setiap tahunnya.Sawelas sasih artinya bulan sebelas. Pada tradisi ini menampilkan musik nyanyian dan tarian sebagai rasa syukur kepada Tuhan.Desa Laksana terletak di Kecamatan Ibun memiliki kawasan wisata alam kawah Kamojang yang indah. Pengunjung dapat menikmati keindahan kawah Kamojang di desa ini.Produk unggulan yang dimiliki desa ini adalah pertanian dan perkebunannya. Selain kawah agrowisata di desa Laksana dapat menjadi edukasi. Kamu bisa ikut berkebun dan melihat bentang perkebunan di sini. Selain itu kamu juga bisa menikmati kuliner tradisional khas Bandung di sini.Itulah 10 desa wisata di Kabupaten Bandung yang bisa dijadikan tempat rekreasi,"berita jabar, jawa barat, 10 desa wisata di kabupaten bandung, desa wisata di jabar, desa alamendah, desa jelenkong, desa gambung, desa wisata, kampus merdeka detikjabar",Tim DetikNews,https://www.detik.com/jabar/wisata/d-6728345/10-desa-wisata-di-kabupaten-bandung-yuk-cari-tahu,0
Biden Undang PM Jepang dan Presiden Korsel Bertemu Bahas Nuklir Korut,21 Mei 2023,Presiden AS Joe Biden mengundang Perdana Menteri Jepang PM Jepang Fumio Kishida dan Presiden Korea Selatan Yoon Suk Yeol bertemu secara trilateral di Amerika Serikat. Pertemuan itu untuk meningkatkan kerja sama trilateral dan membahas menghadapi ancaman nuklir dari Korea Utara.Para pemimpin membahas bagaimana meningkatkan kerja sama trilateral termasuk terkait koordinasi menghadapi ancaman nuklir Korea Utara dan rudal ilegal Korea Utara kata Gedung Putih dalam sebuah pernyataan dilansir Reuters Minggu 2152023.Kantor berita Korea Selatan Yonhap melaporkan ketiga negara telah membahas skema untuk berbagi informasi tentang peluncuran rudal Korea Utara. Diketahui Perdana Menteri Jepang Fumio Kishida dan Presiden Korea Selatan Yoon Suk Yeol bertemu secara bilateral pada hari sebelumnya pertemuan ketiga mereka tahun ini saat tetangga Asia Timur meningkatkan hubungan untuk melawan ancaman keamanan regional.Biden memuji Kishida dan Yoon atas pekerjaan berani mereka untuk meningkatkan hubungan bilateral mengatakan kemitraan trilateral lebih kuat karena upaya mereka kata Gedung Putih.,"pm jepang, presiden as, joe biden, presiden korsel, korea utara, nuklir korut, korut",Tim DetikNews,https://news.detik.com/internasional/d-6730791/biden-undang-pm-jepang-dan-presiden-korsel-bertemu-bahas-nuklir-korut,0
Relawan Sampaikan Ikrar Bertekad Menangkan Anies di Pilpres 2024,21 Mei 2023,Para relawan pendukung Anies Baswedan menyampaikan ikrar dukungannya hari ini di Tennis Indoor Senayan Jakarta. Mereka bertekad untuk memenangkan Anies sebagai Presiden RI di pemilihan presiden Pilpres 2024.Pantauan detikcom di lokasi Minggu 2152023 sejumlah perwakilan relawan Anies membacakan ikrarnya di hadapan ribuan relawan. Terdengar relawan lain mengikuti ikrar tersebut dengan sungguhsungguh.Dengan ini kami berikrar satu bertekad memenangkan Anies Baswedan sebagai Presiden RI 2024 dua senantiasa bersikap santun cerdas dan amanah serta tidak menyebarkan berita bohong tutur relawan. Relawan menyebut akan mendukung seluruh partai yang di Koalisi Anies. Ia menegaskan akan mengawal pemilu berjalan dengan baik.Sekitar pukul 13.43 WIB Anies hadir di lokasi. Kedatangannya disambut riuh oleh para relawan.Anies terpantau hadir dengan sang istri Fery Farhati anak perempuan Mutiara Baswedan hingga menantunya.Anies Presiden Anies Presiden teriak para relawan.Simak Video Anies Bicara soal Sosok Cawapresnya Miliki Efek KejutGambasVideo 20detik,"anies baswedan, pilpres 2024, pemilu 2024, capres, relawan anies",Tim DetikNews,https://news.detik.com/pemilu/d-6730788/relawan-sampaikan-ikrar-bertekad-menangkan-anies-di-pilpres-2024,0
Isi Surat Tersangka Narkoba ke Polri Soal Barbuk 12 Kg Sabu Diduga Digelapkan,21 Mei 2023,Tersangka kasus narkoba M Yakob melalui pengacaranya Safaruddin mengadu ke Divpropam Polri terkait dugaan penggelapan barang bukti 12 kg sabu. Dalam aduan itu ada surat pernyataan Yakob yang mengungkapkan sempat diancam bila angkat bicara saat ditahan di Mapolda Sumut.Safaruddin menyebutkan pengaduan Yakob ke Mabes Polri diberikan dalam bentuk Dumas pada 9 Mei 2023. Saat itu Yakob sudah ditahan di Rutan Medan karena Polda Sumut sudah melimpahkan perkaranya ke kejaksaan pada 4 Mei 2023.Kita berikan aduan masyarakat ke Divpropam Polri. Di dalam aduan itu ada juga surat pernyataan Yakob yang kita berikan. Personel yang kita laporkan sesuai dengan nama yang ada di surat penangkapan yakni 9 orang kata Safaruddin Minggu 2152023. Berdasarkan data yang diterima detikSumut dari Safaruddin berikut isi surat pernyataan dari Yakob yang disampaikan ke Mabes Polri. Terlihat di kalimat awal Yakob memperkenalkan identitas sebagai pihak yang menandatangani surat itu. Berikut keterangan Yakob.Dengan ini menyatakan bahwa barang bukti narkoba yang disita dalam perkara saya adalah 32 kg. Namun dalam Berita Acara Pemeriksaan saya sampaikan sebanyak 20 kg. Karena jika saya mengatakan 32 kg makan saya diancam akan dibunuh dengan ditembak dan anak saya juga akan ditangkaptulisnya.Sehingga keterangan yang saya berikan kepada penyidik walaupun didampingi pengacara saya sebenarnya dalam tekanan dari anggota polisi yang menangkap. Karena narkoba yang 12 kg telah diambil merekatambahnya.Safaruddin menyampaikan dengan adanya laporan ke Mabes Polri pihaknya berharap polisi dapat mengungkap soal dugaan tersebut hingga memberikan sanksi kepada oknum yang tidak bertanggungjawab.Kita harap dengan laporan itu polisi dapat mengusut tuntas soal dugaan ini. Agar tubuh Polri dapat bersih juga dari oknum yang bertindak menyimpang dari aturan ucap Safaruddin.,"barbuk 12 kg sabu, polda sumut",Tim DetikNews,https://www.detik.com/sumut/hukum-dan-kriminal/d-6730745/isi-surat-tersangka-narkoba-ke-polri-soal-barbuk-12-kg-sabu-diduga-digelapkan,0
Bertaruh Nyawa Agar Pesawat Karya Anak Bangsa Mengudara,21 Mei 2023,Profesi flight test engineer risikonya sama dengan pilot dan kru peswat. Apalagi resiko menaiki pesawat yang sedang dilakukan uji terbang lebih tinggi dibandingkan naik pesawat yang sudah lulus uji. Hal tersebut diamini Hindawan Hariowibowo yang merupakan flight test engineer senior di PT Dirgantara Indonesia PTDI.Hindawan juga menceritakan risiko menjadi flight test engineer. Menurutnya profesi ini nyawa taruhannya bahkan ada rekannya yang gugur saat flight test dan cerita itu masih teringat di benaknya.Tanggal 22 Mei Tahun 1997 di Gorda Serang Banten dunia kedirgantaraan Indonesia berduka pesawat CN235220 mengalami kecelakaan kecelakaan itu memakan enam korban jiwa dam Hindawan mengenali kru pesawat tersebut. Ya itu tadi yang CN235 yang pertama pilotnya itu Kapten Erwin dan Winata itu guru saya juga lah dia senior. Kemudian rekan pilot co pilot satunya itu Halim dia lebih muda dari saya. Kemudian yang diflight test engineernya itu Pak Didik lulusan dari Perancis katanya kepada detikJabar Selasa 16 Mei 2023.Hindawan membenarkan jika kecelakaan pesawat itu memakan enam korban jiwa. Waktu itu 6 pilot 2 flight test enginer 1 master 2 sama instruktur jadi berenam tambahnya.Meski nyawa taruhannya Hindawan tetap teguh dengan profesinya. Dia juga menyebut rekan kerjanya yang lain ada yang mengundurkan diri sebagai flight test engineer karena takut kejadian itu terulang.Bahkan dari catatan sejarah di Tahun 1997 saja terjadi 12 kecelakaan pesawat dari rentang Januari hingga Desember 1997.Pertama saya emang seneng profesinya gitu ya artinya senang terbang dan sesuai dengan apa yang dulu citacita kecil gitukan tentang tentang pesawat kata Hindawan saat disinggung apa yang membuat dirinya bertahan menjadi flight test engineer.Hindawan juga mengakui ada kegentaran pada dirinya apalagi bayangbayang jika dirinya turut menjadi korban dan akan seperti apa keluarganya nanti.Emang ada ada kegentaran juga gitu karena waktu itu ada juga kru yang mengundurkan diri setelah ada kejadian itu ujarnya.Beruntung bagi Hindawan istri beserta keluarganya turut mendukung profesinya sebagai flight test engineer. Karena menurut dia apapun profesinya pasti bakal ada risikonya.Cuman waktu itu saya juga nanya istri kalau istri atau keluarga bilang nggak bolehya udah gitu tapi sayanya sendiri sebenarnya tetap tetap senang gitu loh. Jadi emang ada risiko tapi kita tadi di dokumen fly test plan itu udah membuat mitigasinya sebenarnya kalau tes ini resikonya ini cara mengurangi resikonya apa yang harus diperiksa nah itu selalu ada gitu test plannya jelasnya.Dalam setiap tugasnya Hindawan tak berhenti berdoa agar segala tugasnya diluncurkan dan diberi keselamatan. Dia juga menyebut komunikasi dengan pilot dalam hal ini perlu terjalin dengan baik agar perjalanan peswat tetap berjalan dengan baik.Kaya waktu itu kita udah melebihi kecepatan saya sempat teriakan over speed gitu artinya mengingatkan karena yang bisa menindaki kan pilot gitukan. Kemudian juga pernah waktu tes yang di Turki itu tadi kita juga waktu istilahnya tes flutter itu yaitu membuka kecepatan terbangnya karenakan kita pasang macammacam ada radar di bawah ada radar di sayap nah itu kecepatan pesawatnya apakah tetap masih bisa seperti awal sebelum dimodifikasi atau enggak nah itu harus dites namanya opening and flock speed gitu pungkasnya.,"hindawan hariowibowo, berita jabar, test flight engineer, pt di, ptdi, pesawat n250",Tim DetikNews,https://www.detik.com/jabar/berita/d-6730501/bertaruh-nyawa-agar-pesawat-karya-anak-bangsa-mengudara,0
"Potongan Tangan Ditemukan di Kali Jenes Sukoharjo, Korban Mutilasi?",21 Mei 2023,Warga di Desa Cemani Kecamatan Grogol Kabupaten Sukoharjo dihebohkan dengan temuan potongan tangan manusia di Kali Jenes siang ini. Polisi saat ini sudah berada di lokasi untuk mengevakuasi potongan tangan tersebut.Lokasi penemuan potongan tangan itu berada di sungai yang berbatasan dengan Kampung Pringgolayan Kecamatan Serengan Kota Solo.Meski ditemukan di sungai perbatasan antara Kabupaten Sukoharjo dengan Kota Solo namun untuk penanganan ditangani oleh Polres Sukoharjo. Sebab lokasinya lebih menjorok ke selatan atau Sukoharjo. Potongan tangan itu tersangkut di bebatuan. Nampak potongam tangan itu sudah dikerumuni lalat.Temuan ini menjadi tontonan bagi warga. Nampak garis polisi sudah dipasang di sekitar lokasi.Kapolsek Grogol AKP Marlin Supu Payu mengatakan penemuan tangan itu ditemukan warga sekira pukul 11.00 WIB.Ditemukan tangan kiri yang diduga tangan manusia kata AKP Marlin kepada awak media Minggu 2152023.Marlin menyebut pihaknya akan segera melakukan pemeriksaan untuk proses identifikasi potongan tangan kiri manusia itu.Kita mau bawa ke RSUD dr. Moewardi Solo untuk kita identifikasi katanya.Berdasarkan informasi yang diterima detikJateng hari ini warga di Mojolaban Sukoharjo juga menemukan potongan kaki manusia. Hanya saja belum ada informasi mengenai keterkaitan dua temuan tersebut.,"sukoharjo, penemuan mayat, penemuan potongan tubuh manusia, berita jateng",Tim DetikNews,https://www.detik.com/jateng/berita/d-6730758/potongan-tangan-ditemukan-di-kali-jenes-sukoharjo-korban-mutilasi,0
